id,user_no,device_id,push_type,article_id,title,category,sent_at,status
1368,81,d1c9677128b4fd8f38a9f16343c095240b909ff3bb82109badd162f820148fc6,APNS,AKR20260522151400004,"박은정, '尹감찰 해임취소' 승소하고도 항소…""이유 납득못해""",SOCIETY,2026-05-23T00:30:57.036382174+09:00,success
1369,82,s9ewzz18fYz:APA91bKrxoLoNqn59Ql8_NAyx2-zoVuN29NVf_dUZbAvmYW9cPA5_HB1tD9mYLg-JbH_DViHHu98R6uWUxtT2dwABahV2Ixx3udQIJ7YiFO-kCFIY7f9Eo65F2BHCi2giXta3MEK0jIf,FCM,AKR20260522151400004,"박은정, '尹감찰 해임취소' 승소하고도 항소…""이유 납득못해""",SOCIETY,2026-05-23T00:30:57.038396590+09:00,fail
1370,87,OtrEXwspteE:APA91bcW-8frcvZk2BbRs6RptjVSTY8vSHHkiJ-wvU4j7W3xcOJVUsTiZkNxTPXZAraNgD41tPjrPy3FxQYM_swnTUGqotZbvnqLsGtV5cZZUIaE9WphEcxTMkOsNGghftmu7bV_VK9D,FCM,AKR20260522151400004,"박은정, '尹감찰 해임취소' 승소하고도 항소…""이유 납득못해""",SOCIETY,2026-05-23T00:30:57.041600007+09:00,success
1371,89,ZCNHjccdIHe:APA91bbZYc1DX1whebrIQbWa2c-bxodTIwRKTnM4VIJ38dDUUAill7Xj4uDMemxz_3aZxr2kRp5YAXo_x2eIpS4tm7hrO9-tivovWB0REWeKRH2i-7lEf5CoL93Ml_dpji6-RyQNyjlZ,FCM,AKR20260522151400004,"박은정, '尹감찰 해임취소' 승소하고도 항소…""이유 납득못해""",SOCIETY,2026-05-23T00:30:57.043140590+09:00,fail
1372,90,1bb32a12adc322cf120bedc1c5d5d7b6c2069fe89bd96ab6a90d622ab0d5d338,APNS,AKR20260522151400004,"박은정, '尹감찰 해임취소' 승소하고도 항소…""이유 납득못해""",SOCIETY,2026-05-23T00:30:57.044901215+09:00,success
1373,91,1d56c18dbaa523fec6aba7cbeab426d7c50a79a1f7c800acb98ff92dea67e43d,APNS,AKR20260522151400004,"박은정, '尹감찰 해임취소' 승소하고도 항소…""이유 납득못해""",SOCIETY,2026-05-23T00:30:57.048095632+09:00,success
1374,97,5851b87939e435b055977afd9e0ea0ccff1ebdea10e9ab644443061a20edd5ca,APNS,AKR20260522151400004,"박은정, '尹감찰 해임취소' 승소하고도 항소…""이유 납득못해""",SOCIETY,2026-05-23T00:30:57.050125215+09:00,success
1375,99,3i0OYmNr9m1:APA91baM3KHBOweWhvfT9MzCwBuZ2RGeSAfNd5FAH_db-_cMV2g2Ok__0WKLt7zTgCpSYuILXFuh9RK1wLWArqZhDANKLUmshM68Zj9K_GibXnlwvkHMlxmVL_ePCg-yjFPRDxvyhrhO,FCM,AKR20260522151400004,"박은정, '尹감찰 해임취소' 승소하고도 항소…""이유 납득못해""",SOCIETY,2026-05-23T00:30:57.054375174+09:00,fail
1376,3,df672b1f45bb96e4db70bef7e2d35335b623e48fa1913b95bb3eb96fbd416b7e,APNS,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.056824632+09:00,fail
1377,6,d130339eb0558ccf92ab8551bd2f9b5bb531a38d1df0aacac06e9f7039d614ca,APNS,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.059125382+09:00,success
1378,9,ROeiNxabWre:APA91buMkON_FvHb8DOsyj4Kk3pyNLr_6sO-y0epPPFKCEt8U8w6bf5_5DvM25dHd0bz6ke3Kkqw74C5mUqAI6h-0N-u9vsHy5s-n52TQ0Q6clV_jcogs6-EdUYXOyoPhp8Qef3TBe14,FCM,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.062123965+09:00,success
1379,10,8e74a0bc0e50832ede3fe053a589ad18f59abf64c6c45ca232472b751109c709,APNS,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.064130132+09:00,success
1380,12,zexnCve0hh8:APA91bWkGu07ofRzEikLC_XNiGvoGi_IH3SckFX2b2_3WMw-eB2R4-Se3iQ-_Y3JwoV4-Zuejgsgcu0bZUXS_I7wSXHCyx45lPpUFQSz-ahjZyo_2ZwS0w3hubg_QkQ8qQzHt9ByfIup,FCM,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.066071840+09:00,fail
1381,18,ce06d9086a2d64c2b0c75017b7a8e6f8cab08f44d1f9ed4e6a0935e44c43686f,APNS,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.069295882+09:00,success
1382,20,8rNMc1bmuSs:APA91bH1XjQBVlfnnOcfCd_OrxF9Ln_J7O-s6UGZN0fumBrrTfU9GQb2K-FuH-PqdI9KIuYUv4hQs51GmXujYFk24SZvHi5FFlumsRa9QsEBYtwI7ekSKtVxm2BqpggyyUvVc9_jHMAT,FCM,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.071376465+09:00,fail
1383,24,5b617614df41a4bb4d273fc232b0d7578c59cd258279ddf43c22841928722428,APNS,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.073144424+09:00,success
1384,25,HgxD5brIbQ4:APA91b3umI-HGpiLkkY_cWImGqk-08CfixBojhTsCmlR7Ik_sivfE1VJCSN1ArR74zgj0JTSzfWsiboiMF-E7yW8pli9YZy7EWj4XDJAtyNWVN39V1EVao_bNuJbnOj7NvOTnys3apl_,FCM,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.077215965+09:00,success
1385,27,wbXtrDheRFV:APA91bT7V1xJAtVnk7bUkPlUZCpAQhtippVuK_MxjH6W6TuSaIXwuV5BGALKw-obwsdBGfGz5WISu4KnRovE7RL_ZKdrRUr2kKtj4Ol9bkqR3Es3Le-PVeiSzl-tAdLlrc3VyD45kY7C,FCM,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.079043007+09:00,success
1386,31,A8rhm6g0MaY:APA91bKUN13Lty-Q3iQWJLiwYI2qp3F6k_UUpGr7vlnfgdWwC88POWYok-ddCir4pGn9Cjm8Y_WA-02nQ-L9EycVa130ungHPEVEls5U4dyD4NQ-mKM3LdOymg4E9yBczZegY5lTOakT,FCM,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.081925757+09:00,success
1387,35,PVrMMkwG1rs:APA91bq8qyocyf9FkVI_I_pk8L9xa2C2MkBvBY5WZE_-ntW3YCrHDE2HMlHnBBycRXVj8Fh-sLXXRj1zsiy7RW-fv07_VqGxQxAwM1eN0WtiEeZnp_gmOXB3jl7dgErDn9p6HW8_sNe7,FCM,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.084029715+09:00,fail
1388,41,QEJPWGS15CH:APA91bG_AE8tedaJ9Znr4N-x6qDFmHqowWJTzyuDquqj_6RgROl6k5ruSj5fyZZnt4uyYhbxFQwxU4IMDCLFqdKsocQckqpXnA-jcxNs9HWY0eN2uu4-MygCrjCTxhkCeVjW10Sxi6P5,FCM,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.086302882+09:00,success
1389,44,24KwfCSy7eX:APA91bO8kVsLzNoHJ41Z42Li847ToMwbZqykqZKZBJ4j9sNYB32tR0TeTpN7ohAB4m90Br80W5VyS-jUzPA7d5vi7ExcWR3HuVRisQGXO2ouG39g3NT1XP7C8aFXuQ7PX72fuBo0ja_6,FCM,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.090349799+09:00,fail
1390,47,a2978bbadc3514df49319cbb19eb06534eff33bed97720155097ad002238e50a,APNS,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.092326590+09:00,success
1391,48,Zp6jR8bV6me:APA91bSRidmWubemY_bINPyThs9KdR4l8PuGnEpQBL5M9ujAQgbaLlfBsSV-goyuMlzPYahVECBzJEncm7SfzRfECICMG9Iw-4e_tTGynJ7PeYeRXuYs-sxhK7u4ewY58h8feQjKb0Ei,FCM,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.095929674+09:00,fail
1392,51,sqXO57akjy1:APA91bQjbwBolGL1bd4MTt6rhvlQ7U_3cbvS4Mc47ocSM-Hg_pA7YKu4-UWtNUD4cDch19y1jPTUQ3zi-krPYzMn1FMooOFXOsQnDpfFiwRGSt5BBTqDtbBPsSAMzVoa_YgSSdhJhrbL,FCM,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.098040049+09:00,fail
1393,53,2ROEpdkegkE:APA91bsglAbvXO_Gi8F3YSoBj4sGL5D7VttxyuqJnpUx8Sxm0QyjVr8I2EuB88OyIeLF_hB_qwZGsvI8-QhKRFOyNH1-hvKXPMDGOEWIjF0e12Q6w9UOjHjGMVMrgDHjx3OzvbwTUu_P,FCM,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.099256924+09:00,fail
1394,54,fC8d4KMjVF0:APA91bi9UN9q5RMF53QuVPYJawV4L1HnlVwTziogKGxBFeuzvvKW3B2oudRyBkVJz6vIifDP-Eet9LQJeUJG8PdHbRVZd7NPCmrmDUbVV70jw6Q07y54p7Z1SvaZTbHZSVhhvqsJp_If,FCM,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.102780340+09:00,success
1395,56,997b17bdb2df5c4defd601a519f8be4131f9ba8449a186d597c84797ef43bbd0,APNS,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.105772132+09:00,success
1396,58,PZEopQ7MsxW:APA91bET0wvAPg2YI9JPIqYb5Xal0STjpMdU0hhLtKud2skUWr-paN5CpNtLq8N94N-x-PDx-ku7Iw2U4-zZgeMyB5HbjEc9lL1fjiMP0KOAFuu68u9KB7dW5H6h1IY-ZpJgJpsU5XaN,FCM,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.107567382+09:00,success
1397,61,CysmIt4m5Yi:APA91bNrjByWPJOHW_YU8RHiq88avPZ5H6_tkxLc2fBQ0la0u3-edqkhwSTKhgTkhYsCpCPSARYTwploD9AQFAvqlSnwPOGE5WgDXWHv7ALd-DtLVqaCPRd_p4N63XuV5cPOpuHdWXul,FCM,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.110584049+09:00,success
1398,63,reFlKM6gpDG:APA91boMhvWVdHalQbEsBYe4q_0DSLoD3qV4YGEMo4gG4mJJaVsnaEStdXq9T3tTJA8TTEkYEkkDlzXRQEHTZj-z0ZDw8HFTbh1LzgGx7kDznA-FfyK0zU74i8FPM605XCuCbOtpEeLR,FCM,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.111982132+09:00,fail
1399,65,IsMfEU0J0Jy:APA91bDYnMYJwJ1Cl12zUjuL9OKGFkwzHSs0l82mAJSQ1lnc4TxEWM4VFvDtx-4mE4lH_At1tTrCgR4dmrzsFWxaCxgjr5suWiHHxnzfYFO-VzWEeAbxkDIHmI7vOcDzf11jR3wNcxki,FCM,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.113766590+09:00,success
1400,66,i5HrmonZ6yg:APA91bow91Q1z-qI5c1aprc3hUNzoLbCurqUISYkrpKgHpbclZ701IsnKeMkauEyRgmFcAIlb552LNnCgVvsU5UQxnGJY7vWfqRvRJtL_oK9RY9wpVTnsNxAjU8QMJ6wI9fhbntD7pkR,FCM,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.117217507+09:00,success
1401,68,aIUbtC3Yiwr:APA91bWyDzaTJ0r9ZJbAhuQOp2JDzHbqHadJz3rcuOlfmIqWkQcr9n03vZj7MroUPQfWgN9v3_vxH52dHMuKUd3wmWSIQPr8FiO5c4n-yNtU6-P3fnxhdNEvvqIuQ-1kmwt8USC4bwgp,FCM,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.119544340+09:00,fail
1402,69,a6b0ee30ce01e066479d0f39f996f3afabcc2b2720e3e65781398fd11c1ae17e,APNS,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.122814632+09:00,fail
1403,70,00807011659a024579610284632382930e3ca426be8136c6d14e9afb5424b368,APNS,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.124388132+09:00,success
1404,75,eIosxxkH4lq:APA91baqhQ_Bzt-X1MnbKmBCYACd7DYwFsma1xfwv7ovvrrz7XGR6bT4oNp1LIpSItKsGP0WykQIiKG2fTHLmITkgeebwhd22cO9DUOp4deoZp4Fa0r7vHLvPCI9eYJGK5fTQ-pbtSTp,FCM,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.126317215+09:00,success
1405,76,CBPYPg8XEal:APA91bo-oXFQMWv0CYiOAoZttvRFWVkfnFm_h6r2_QNIeTzHNC3PHZwJcgXtbLiBU7O9vvqnuNBOrCaCgxsfTutKZzaQX1Z3rGH6pcApPXkWSlF3nbhOJLxAHRRQr8X9ckSFFIWcIu0-,FCM,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.129655007+09:00,success
1406,79,eqI2BdzgtSk:APA91bJFWC8t7H5BakKdkn6oekaBNQe3Rln_3ELoc20kOm755pFYvTT6hBJwZTRMorcYzPaKYgqpGYOu9a2CeITElGrC-qbNhasSxIAC9DBl1XRpDrm8n4njnTs5GMlCHiVCUzpOaz8A,FCM,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.131888590+09:00,fail
1407,82,s9ewzz18fYz:APA91bKrxoLoNqn59Ql8_NAyx2-zoVuN29NVf_dUZbAvmYW9cPA5_HB1tD9mYLg-JbH_DViHHu98R6uWUxtT2dwABahV2Ixx3udQIJ7YiFO-kCFIY7f9Eo65F2BHCi2giXta3MEK0jIf,FCM,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.133889424+09:00,success
1408,85,efb76398011561b19b12b26738caae922a00cdcef4fbf625aac9f6c928c2219a,APNS,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.136059257+09:00,fail
1409,86,f39bf503586461119bb48e463fc17c917479a7ebbcd1e5a046e3fe0faf985acb,APNS,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.140395257+09:00,fail
1410,90,1bb32a12adc322cf120bedc1c5d5d7b6c2069fe89bd96ab6a90d622ab0d5d338,APNS,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.142032840+09:00,fail
1411,97,5851b87939e435b055977afd9e0ea0ccff1ebdea10e9ab644443061a20edd5ca,APNS,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.144193674+09:00,success
1412,98,29cb429337f366e86a3ee52d61a0a885ba5c2701849f2598351e47ff421bcf56,APNS,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.147964882+09:00,fail
1413,99,3i0OYmNr9m1:APA91baM3KHBOweWhvfT9MzCwBuZ2RGeSAfNd5FAH_db-_cMV2g2Ok__0WKLt7zTgCpSYuILXFuh9RK1wLWArqZhDANKLUmshM68Zj9K_GibXnlwvkHMlxmVL_ePCg-yjFPRDxvyhrhO,FCM,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.152137049+09:00,success
1414,100,7TAIcIBxKMZ:APA91b7ElIt8GMB4Aws6Clewf4pgIe5vDsGvvYpXWZEbaBoC4wH0ZoqifSUEAt6OTx1uZ6cWeGKPx3I4amWYPhxOVZA5OP4-SqklhTu_3w5y-eT7T2hFNcC89qdlEG3jH5JupZMcM7ul,FCM,AKR20260522150700063,"대전시장 후보 TV토론서 이장우, 허태정에 '네거티브' 집중 포화",POLITICS,2026-05-23T00:30:57.154300007+09:00,fail
1415,3,df672b1f45bb96e4db70bef7e2d35335b623e48fa1913b95bb3eb96fbd416b7e,APNS,AKR20260521161400063,세종시장 후보 TV토론서 행정수도 완성·부채 문제 놓고 '설전',POLITICS,2026-05-23T00:30:57.156595757+09:00,fail
1416,6,d130339eb0558ccf92ab8551bd2f9b5bb531a38d1df0aacac06e9f7039d614ca,APNS,AKR20260521161400063,세종시장 후보 TV토론서 행정수도 완성·부채 문제 놓고 '설전',POLITICS,2026-05-23T00:30:57.159979965+09:00,fail
1417,9,ROeiNxabWre:APA91buMkON_FvHb8DOsyj4Kk3pyNLr_6sO-y0epPPFKCEt8U8w6bf5_5DvM25dHd0bz6ke3Kkqw74C5mUqAI6h-0N-u9vsHy5s-n52TQ0Q6clV_jcogs6-EdUYXOyoPhp8Qef3TBe14,FCM,AKR20260521161400063,세종시장 후보 TV토론서 행정수도 완성·부채 문제 놓고 '설전',POLITICS,2026-05-23T00:30:57.162736257+09:00,success
1418,10,8e74a0bc0e50832ede3fe053a589ad18f59abf64c6c45ca232472b751109c709,APNS,AKR20260521161400063,세종시장 후보 TV토론서 행정수도 완성·부채 문제 놓고 '설전',POLITICS,2026-05-23T00:30:57.165678507+09:00,fail
1419,12,zexnCve0hh8:APA91bWkGu07ofRzEikLC_XNiGvoGi_IH3SckFX2b2_3WMw-eB2R4-Se3iQ-_Y3JwoV4-Zuejgsgcu0bZUXS_I7wSXHCyx45lPpUFQSz-ahjZyo_2ZwS0w3hubg_QkQ8qQzHt9ByfIup,FCM,AKR20260521161400063,세종시장 후보 TV토론서 행정수도 완성·부채 문제 놓고 '설전',POLITICS,2026-05-23T00:30:57.167246007+09:00,success
1420,18,ce06d9086a2d64c2b0c75017b7a8e6f8cab08f44d1f9ed4e6a0935e44c43686f,APNS,AKR20260521161400063,세종시장 후보 TV토론서 행정수도 완성·부채 문제 놓고 '설전',POLITICS,2026-05-23T00:30:57.168910840+09:00,success
1421,20,8rNMc1bmuSs:APA91bH1XjQBVlfnnOcfCd_OrxF9Ln_J7O-s6UGZN0fumBrrTfU9GQb2K-FuH-PqdI9KIuYUv4hQs51GmXujYFk24SZvHi5FFlumsRa9QsEBYtwI7ekSKtVxm2BqpggyyUvVc9_jHMAT,FCM,AKR20260521161400063,세종시장 후보 TV토론서 행정수도 완성·부채 문제 놓고 '설전',POLITICS,2026-05-23T00:30:57.174091340+09:00,fail
1422,24,5b617614df41a4bb4d273fc232b0d7578c59cd258279ddf43c22841928722428,APNS,AKR20260521161400063,세종시장 후보 TV토론서 행정수도 완성·부채 문제 놓고 '설전',POLITICS,2026-05-23T00:30:57.177036299+09:00,success
1423,25,HgxD5brIbQ4:APA91b3umI-HGpiLkkY_cWImGqk-08CfixBojhTsCmlR7Ik_sivfE1VJCSN1ArR74zgj0JTSzfWsiboiMF-E7yW8pli9YZy7EWj4XDJAtyNWVN39V1EVao_bNuJbnOj7NvOTnys3apl_,FCM,AKR20260521161400063,세종시장 후보 TV토론서 행정수도 완성·부채 문제 놓고 '설전',POLITICS,2026-05-23T00:30:57.178951174+09:00,fail
1424,27,wbXtrDheRFV:APA91bT7V1xJAtVnk7bUkPlUZCpAQhtippVuK_MxjH6W6TuSaIXwuV5BGALKw-obwsdBGfGz5WISu4KnRovE7RL_ZKdrRUr2kKtj4Ol9bkqR3Es3Le-PVeiSzl-tAdLlrc3VyD45kY7C,FCM,AKR20260521161400063,세종시장 후보 TV토론서 행정수도 완성·부채 문제 놓고 '설전',POLITICS,2026-05-23T00:30:57.180727715+09:00,fail
1425,31,A8rhm6g0MaY:APA91bKUN13Lty-Q3iQWJLiwYI2qp3F6k_UUpGr7vlnfgdWwC88POWYok-ddCir4pGn9Cjm8Y_WA-02nQ-L9EycVa130ungHPEVEls5U4dyD4NQ-mKM3LdOymg4E9yBczZegY5lTOakT,FCM,AKR20260521161400063,세종시장 후보 TV토론서 행정수도 완성·부채 문제 놓고 '설전',POLITICS,2026-05-23T00:30:57.184861799+09:00,fail
1426,35,PVrMMkwG1rs:APA91bq8qyocyf9FkVI_I_pk8L9xa2C2MkBvBY5WZE_-ntW3YCrHDE2HMlHnBBycRXVj8Fh-sLXXRj1zsiy7RW-fv07_VqGxQxAwM1eN0WtiEeZnp_gmOXB3jl7dgErDn9p6HW8_sNe7,FCM,AKR20260521161400063,세종시장 후보 TV토론서 행정수도 완성·부채 문제 놓고 '설전',POLITICS,2026-05-23T00:30:57.188594007+09:00,fail
1427,41,QEJPWGS15CH:APA91bG_AE8tedaJ9Znr4N-x6qDFmHqowWJTzyuDquqj_6RgROl6k5ruSj5fyZZnt4uyYhbxFQwxU4IMDCLFqdKsocQckqpXnA-jcxNs9HWY0eN2uu4-MygCrjCTxhkCeVjW10Sxi6P5,FCM,AKR20260521161400063,세종시장 후보 TV토론서 행정수도 완성·부채 문제 놓고 '설전',POLITICS,2026-05-23T00:30:57.190074090+09:00,success
1428,44,24KwfCSy7eX:APA91bO8kVsLzNoHJ41Z42Li847ToMwbZqykqZKZBJ4j9sNYB32tR0TeTpN7ohAB4m90Br80W5VyS-jUzPA7d5vi7ExcWR3HuVRisQGXO2ouG39g3NT1XP7C8aFXuQ7PX72fuBo0ja_6,FCM,AKR20260521161400063,세종시장 후보 TV토론서 행정수도 완성·부채 문제 놓고 '설전',POLITICS,2026-05-23T00:30:57.192093507+09:00,success
1429,47,a2978bbadc3514df49319cbb19eb06534eff33bed97720155097ad002238e50a,APNS,AKR20260521161400063,세종시장 후보 TV토론서 행정수도 완성·부채 문제 놓고 '설전',POLITICS,2026-05-23T00:30:57.196389924+09:00,fail
1430,48,Zp6jR8bV6me:APA91bSRidmWubemY_bINPyThs9KdR4l8PuGnEpQBL5M9ujAQgbaLlfBsSV-goyuMlzPYahVECBzJEncm7SfzRfECICMG9Iw-4e_tTGynJ7PeYeRXuYs-sxhK7u4ewY58h8feQjKb0Ei,FCM,AKR20260521161400063,세종시장 후보 TV토론서 행정수도 완성·부채 문제 놓고 '설전',POLITICS,2026-05-23T00:30:57.198186965+09:00,success
1431,51,sqXO57akjy1:APA91bQjbwBolGL1bd4MTt6rhvlQ7U_3cbvS4Mc47ocSM-Hg_pA7YKu4-UWtNUD4cDch19y1jPTUQ3zi-krPYzMn1FMooOFXOsQnDpfFiwRGSt5BBTqDtbBPsSAMzVoa_YgSSdhJhrbL,FCM,AKR20260521161400063,세종시장 후보 TV토론서 행정수도 완성·부채 문제 놓고 '설전',POLITICS,2026-05-23T00:30:57.201470174+09:00,success
1432,53,2ROEpdkegkE:APA91bsglAbvXO_Gi8F3YSoBj4sGL5D7VttxyuqJnpUx8Sxm0QyjVr8I2EuB88OyIeLF_hB_qwZGsvI8-QhKRFOyNH1-hvKXPMDGOEWIjF0e12Q6w9UOjHjGMVMrgDHjx3OzvbwTUu_P,FCM,AKR20260521161400063,세종시장 후보 TV토론서 행정수도 완성·부채 문제 놓고 '설전',POLITICS,2026-05-23T00:30:57.203920507+09:00,fail
1433,54,fC8d4KMjVF0:APA91bi9UN9q5RMF53QuVPYJawV4L1HnlVwTziogKGxBFeuzvvKW3B2oudRyBkVJz6vIifDP-Eet9LQJeUJG8PdHbRVZd7NPCmrmDUbVV70jw6Q07y54p7Z1SvaZTbHZSVhhvqsJp_If,FCM,AKR20260521161400063,세종시장 후보 TV토론서 행정수도 완성·부채 문제 놓고 '설전',POLITICS,2026-05-23T00:30:57.207709924+09:00,fail
1434,56,997b17bdb2df5c4defd601a519f8be4131f9ba8449a186d597c84797ef43bbd0,APNS,AKR20260521161400063,세종시장 후보 TV토론서 행정수도 완성·부채 문제 놓고 '설전',POLITICS,2026-05-23T00:30:57.209700132+09:00,success
1435,58,PZEopQ7MsxW:APA91bET0wvAPg2YI9JPIqYb5Xal0STjpMdU0hhLtKud2skUWr-paN5CpNtLq8N94N-x-PDx-ku7Iw2U4-zZgeMyB5HbjEc9lL1fjiMP0KOAFuu68u9KB7dW5H6h1IY-ZpJgJpsU5XaN,FCM,AKR20260521161400063,세종시장 후보 TV토론서 행정수도 완성·부채 문제 놓고 '설전',POLITICS,2026-05-23T00:30:57.212920715+09:00,success
1436,61,CysmIt4m5Yi:APA91bNrjByWPJOHW_YU8RHiq88avPZ5H6_tkxLc2fBQ0la0u3-edqkhwSTKhgTkhYsCpCPSARYTwploD9AQFAvqlSnwPOGE5WgDXWHv7ALd-DtLVqaCPRd_p4N63XuV5cPOpuHdWXul,FCM,AKR20260521161400063,세종시장 후보 TV토론서 행정수도 완성·부채 문제 놓고 '설전',POLITICS,2026-05-23T00:30:57.216810757+09:00,success
1437,63,reFlKM6gpDG:APA91boMhvWVdHalQbEsBYe4q_0DSLoD3qV4YGEMo4gG4mJJaVsnaEStdXq9T3tTJA8TTEkYEkkDlzXRQEHTZj-z0ZDw8HFTbh1LzgGx7kDznA-FfyK0zU74i8FPM605XCuCbOtpEeLR,FCM,AKR20260521161400063,세종시장 후보 TV토론서 행정수도 완성·부채 문제 놓고 '설전',POLITICS,2026-05-23T00:30:57.219974507+09:00,success
1438,65,IsMfEU0J0Jy:APA91bDYnMYJwJ1Cl12zUjuL9OKGFkwzHSs0l82mAJSQ1lnc4TxEWM4VFvDtx-4mE4lH_At1tTrCgR4dmrzsFWxaCxgjr5suWiHHxnzfYFO-VzWEeAbxkDIHmI7vOcDzf11jR3wNcxki,FCM,AKR20260521161400063,세종시장 후보 TV토론서 행정수도 완성·부채 문제 놓고 '설전',POLITICS,2026-05-23T00:30:57.225382382+09:00,fail
