id,user_no,push_type,article_id,title,category,sent_at,status
5040,41,FCM,AKR20260522115200001,"與, '조국 멍 발언 논란' 김용남에 ""득표에 도움안돼…유의해야""",POLITICS,2026-05-22T18:51:38.721617+09:00,fail
5041,44,FCM,AKR20260522115200001,"與, '조국 멍 발언 논란' 김용남에 ""득표에 도움안돼…유의해야""",POLITICS,2026-05-22T18:51:38.722882+09:00,success
5042,46,FCM,AKR20260522115200001,"與, '조국 멍 발언 논란' 김용남에 ""득표에 도움안돼…유의해야""",POLITICS,2026-05-22T18:51:38.724972+09:00,success
5043,47,APNS,AKR20260522115200001,"與, '조국 멍 발언 논란' 김용남에 ""득표에 도움안돼…유의해야""",POLITICS,2026-05-22T18:51:38.726572+09:00,success
5044,48,FCM,AKR20260522115200001,"與, '조국 멍 발언 논란' 김용남에 ""득표에 도움안돼…유의해야""",POLITICS,2026-05-22T18:51:38.727257+09:00,success
5045,51,FCM,AKR20260522115200001,"與, '조국 멍 발언 논란' 김용남에 ""득표에 도움안돼…유의해야""",POLITICS,2026-05-22T18:51:38.727946+09:00,fail
5046,52,FCM,AKR20260522115200001,"與, '조국 멍 발언 논란' 김용남에 ""득표에 도움안돼…유의해야""",POLITICS,2026-05-22T18:51:38.728616+09:00,success
5047,53,FCM,AKR20260522115200001,"與, '조국 멍 발언 논란' 김용남에 ""득표에 도움안돼…유의해야""",POLITICS,2026-05-22T18:51:38.729200+09:00,fail
5048,54,FCM,AKR20260522115200001,"與, '조국 멍 발언 논란' 김용남에 ""득표에 도움안돼…유의해야""",POLITICS,2026-05-22T18:51:38.729859+09:00,fail
5049,56,APNS,AKR20260522115200001,"與, '조국 멍 발언 논란' 김용남에 ""득표에 도움안돼…유의해야""",POLITICS,2026-05-22T18:51:38.730520+09:00,fail
5050,60,FCM,AKR20260522115200001,"與, '조국 멍 발언 논란' 김용남에 ""득표에 도움안돼…유의해야""",POLITICS,2026-05-22T18:51:38.731178+09:00,fail
5051,61,FCM,AKR20260522115200001,"與, '조국 멍 발언 논란' 김용남에 ""득표에 도움안돼…유의해야""",POLITICS,2026-05-22T18:51:38.731813+09:00,fail
5052,64,FCM,AKR20260522115200001,"與, '조국 멍 발언 논란' 김용남에 ""득표에 도움안돼…유의해야""",POLITICS,2026-05-22T18:51:38.732330+09:00,success
5053,65,FCM,AKR20260522115200001,"與, '조국 멍 발언 논란' 김용남에 ""득표에 도움안돼…유의해야""",POLITICS,2026-05-22T18:51:38.732843+09:00,fail
5054,66,FCM,AKR20260522115200001,"與, '조국 멍 발언 논란' 김용남에 ""득표에 도움안돼…유의해야""",POLITICS,2026-05-22T18:51:38.734391+09:00,fail
5055,69,APNS,AKR20260522115200001,"與, '조국 멍 발언 논란' 김용남에 ""득표에 도움안돼…유의해야""",POLITICS,2026-05-22T18:51:38.735503+09:00,fail
5056,75,FCM,AKR20260522115200001,"與, '조국 멍 발언 논란' 김용남에 ""득표에 도움안돼…유의해야""",POLITICS,2026-05-22T18:51:38.737660+09:00,success
5057,76,FCM,AKR20260522115200001,"與, '조국 멍 발언 논란' 김용남에 ""득표에 도움안돼…유의해야""",POLITICS,2026-05-22T18:51:38.738567+09:00,fail
5058,79,FCM,AKR20260522115200001,"與, '조국 멍 발언 논란' 김용남에 ""득표에 도움안돼…유의해야""",POLITICS,2026-05-22T18:51:38.739127+09:00,success
5059,82,FCM,AKR20260522115200001,"與, '조국 멍 발언 논란' 김용남에 ""득표에 도움안돼…유의해야""",POLITICS,2026-05-22T18:51:38.740050+09:00,success
5060,84,FCM,AKR20260522115200001,"與, '조국 멍 발언 논란' 김용남에 ""득표에 도움안돼…유의해야""",POLITICS,2026-05-22T18:51:38.740658+09:00,fail
5061,86,APNS,AKR20260522115200001,"與, '조국 멍 발언 논란' 김용남에 ""득표에 도움안돼…유의해야""",POLITICS,2026-05-22T18:51:38.741252+09:00,fail
5062,90,APNS,AKR20260522115200001,"與, '조국 멍 발언 논란' 김용남에 ""득표에 도움안돼…유의해야""",POLITICS,2026-05-22T18:51:38.741692+09:00,success
5063,94,FCM,AKR20260522115200001,"與, '조국 멍 발언 논란' 김용남에 ""득표에 도움안돼…유의해야""",POLITICS,2026-05-22T18:51:38.742246+09:00,fail
5064,96,APNS,AKR20260522115200001,"與, '조국 멍 발언 논란' 김용남에 ""득표에 도움안돼…유의해야""",POLITICS,2026-05-22T18:51:38.742814+09:00,fail
5065,97,APNS,AKR20260522115200001,"與, '조국 멍 발언 논란' 김용남에 ""득표에 도움안돼…유의해야""",POLITICS,2026-05-22T18:51:38.744719+09:00,fail
5066,98,APNS,AKR20260522115200001,"與, '조국 멍 발언 논란' 김용남에 ""득표에 도움안돼…유의해야""",POLITICS,2026-05-22T18:51:38.745240+09:00,fail
5067,99,FCM,AKR20260522115200001,"與, '조국 멍 발언 논란' 김용남에 ""득표에 도움안돼…유의해야""",POLITICS,2026-05-22T18:51:38.745772+09:00,success
5068,100,FCM,AKR20260522115200001,"與, '조국 멍 발언 논란' 김용남에 ""득표에 도움안돼…유의해야""",POLITICS,2026-05-22T18:51:38.746588+09:00,fail
5069,1,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.747169+09:00,fail
5070,3,APNS,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.749284+09:00,fail
5071,6,APNS,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.749788+09:00,success
5072,9,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.750469+09:00,fail
5073,10,APNS,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.751081+09:00,success
5074,15,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.751634+09:00,success
5075,24,APNS,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.752169+09:00,success
5076,27,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.754289+09:00,success
5077,30,APNS,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.755426+09:00,success
5078,31,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.755994+09:00,success
5079,32,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.756646+09:00,success
5080,35,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.757153+09:00,fail
5081,39,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.759105+09:00,success
5082,41,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.759687+09:00,fail
5083,44,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.760400+09:00,fail
5084,46,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.761145+09:00,success
5085,47,APNS,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.761806+09:00,success
5086,48,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.764423+09:00,success
5087,51,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.765058+09:00,success
5088,52,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.765702+09:00,fail
5089,53,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.766287+09:00,fail
5090,54,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.766711+09:00,fail
5091,56,APNS,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.767165+09:00,success
5092,60,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.767610+09:00,fail
5093,61,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.768059+09:00,fail
5094,64,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.768554+09:00,fail
5095,65,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.769067+09:00,fail
5096,66,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.769579+09:00,success
5097,69,APNS,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.770228+09:00,success
5098,75,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.773827+09:00,fail
5099,76,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.774485+09:00,success
5100,79,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.775110+09:00,fail
5101,82,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.775564+09:00,success
5102,84,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.776125+09:00,fail
5103,86,APNS,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.776675+09:00,fail
5104,90,APNS,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.777200+09:00,fail
5105,94,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.777654+09:00,success
5106,96,APNS,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.778206+09:00,fail
5107,97,APNS,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.778793+09:00,success
5108,98,APNS,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.779257+09:00,success
5109,99,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.779899+09:00,fail
5110,100,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",POLITICS,2026-05-22T18:51:38.780431+09:00,fail
5111,2,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",SOCIETY,2026-05-22T18:51:38.780936+09:00,success
5112,4,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",SOCIETY,2026-05-22T18:51:38.781364+09:00,fail
5113,8,APNS,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",SOCIETY,2026-05-22T18:51:38.781885+09:00,success
5114,17,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",SOCIETY,2026-05-22T18:51:38.782392+09:00,success
5115,19,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",SOCIETY,2026-05-22T18:51:38.782885+09:00,success
5116,21,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",SOCIETY,2026-05-22T18:51:38.783467+09:00,fail
5117,23,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",SOCIETY,2026-05-22T18:51:38.788435+09:00,success
5118,45,APNS,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",SOCIETY,2026-05-22T18:51:38.789030+09:00,fail
5119,67,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",SOCIETY,2026-05-22T18:51:38.789611+09:00,success
5120,74,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",SOCIETY,2026-05-22T18:51:38.790077+09:00,success
5121,81,APNS,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",SOCIETY,2026-05-22T18:51:38.790685+09:00,fail
5122,87,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",SOCIETY,2026-05-22T18:51:38.791404+09:00,fail
5123,89,FCM,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",SOCIETY,2026-05-22T18:51:38.791845+09:00,success
5124,91,APNS,AKR20260522118800052,"민주 ""박완수 조카, 경남출연기관 채용 의혹""…박 측 ""적법절차""",SOCIETY,2026-05-22T18:51:38.792271+09:00,fail
5125,1,FCM,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.792825+09:00,fail
5126,3,APNS,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.793320+09:00,success
5127,6,APNS,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.793744+09:00,success
5128,9,FCM,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.794307+09:00,fail
5129,10,APNS,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.797488+09:00,success
5130,15,FCM,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.798038+09:00,success
5131,24,APNS,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.798799+09:00,fail
5132,27,FCM,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.799310+09:00,success
5133,30,APNS,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.799937+09:00,success
5134,31,FCM,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.800615+09:00,success
5135,32,FCM,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.801147+09:00,fail
5136,35,FCM,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.801682+09:00,success
5137,39,FCM,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.802209+09:00,success
5138,41,FCM,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.802778+09:00,success
5139,44,FCM,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.803223+09:00,success
5140,46,FCM,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.803733+09:00,fail
5141,47,APNS,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.806209+09:00,success
5142,48,FCM,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.806785+09:00,success
5143,51,FCM,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.807215+09:00,success
5144,52,FCM,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.807778+09:00,fail
5145,53,FCM,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.808214+09:00,fail
5146,54,FCM,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.808733+09:00,fail
5147,56,APNS,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.809166+09:00,fail
5148,60,FCM,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.809671+09:00,success
5149,61,FCM,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.810406+09:00,success
5150,64,FCM,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.810964+09:00,fail
5151,65,FCM,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.811436+09:00,fail
5152,66,FCM,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.812070+09:00,fail
5153,69,APNS,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.812606+09:00,success
5154,75,FCM,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.813215+09:00,success
5155,76,FCM,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.819326+09:00,success
5156,79,FCM,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.822544+09:00,success
5157,82,FCM,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.823174+09:00,fail
5158,84,FCM,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.823707+09:00,success
5159,86,APNS,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.824284+09:00,success
5160,90,APNS,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.824925+09:00,success
5161,94,FCM,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.825496+09:00,success
5162,96,APNS,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.825926+09:00,fail
5163,97,APNS,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.826398+09:00,success
5164,98,APNS,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.826955+09:00,success
5165,99,FCM,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.827391+09:00,fail
5166,100,FCM,AKR20260522069751504,"'바다의 패트리엇' SM-6 함대공유도탄 2034년까지 전력화 완료(종합)",POLITICS,2026-05-22T18:51:38.828045+09:00,fail
5167,1,FCM,AKR20260522119900017,"방미통위, 홈쇼핑 규제완화 추진…""진흥업무 이관후 처음""",INDUSTRY,2026-05-22T18:51:38.828819+09:00,fail
5168,2,FCM,AKR20260522119900017,"방미통위, 홈쇼핑 규제완화 추진…""진흥업무 이관후 처음""",INDUSTRY,2026-05-22T18:51:38.831434+09:00,fail
5169,3,APNS,AKR20260522119900017,"방미통위, 홈쇼핑 규제완화 추진…""진흥업무 이관후 처음""",INDUSTRY,2026-05-22T18:51:38.832014+09:00,fail
5170,4,FCM,AKR20260522119900017,"방미통위, 홈쇼핑 규제완화 추진…""진흥업무 이관후 처음""",INDUSTRY,2026-05-22T18:51:38.832506+09:00,fail
5171,5,FCM,AKR20260522119900017,"방미통위, 홈쇼핑 규제완화 추진…""진흥업무 이관후 처음""",INDUSTRY,2026-05-22T18:51:38.833018+09:00,success
5172,6,APNS,AKR20260522119900017,"방미통위, 홈쇼핑 규제완화 추진…""진흥업무 이관후 처음""",INDUSTRY,2026-05-22T18:51:38.833539+09:00,success
5173,8,APNS,AKR20260522119900017,"방미통위, 홈쇼핑 규제완화 추진…""진흥업무 이관후 처음""",INDUSTRY,2026-05-22T18:51:38.834025+09:00,success
5174,9,FCM,AKR20260522119900017,"방미통위, 홈쇼핑 규제완화 추진…""진흥업무 이관후 처음""",INDUSTRY,2026-05-22T18:51:38.834622+09:00,success
5175,11,FCM,AKR20260522119900017,"방미통위, 홈쇼핑 규제완화 추진…""진흥업무 이관후 처음""",INDUSTRY,2026-05-22T18:51:38.835169+09:00,fail
5176,15,FCM,AKR20260522119900017,"방미통위, 홈쇼핑 규제완화 추진…""진흥업무 이관후 처음""",INDUSTRY,2026-05-22T18:51:38.835638+09:00,success
5177,17,FCM,AKR20260522119900017,"방미통위, 홈쇼핑 규제완화 추진…""진흥업무 이관후 처음""",INDUSTRY,2026-05-22T18:51:38.836139+09:00,fail
5178,19,FCM,AKR20260522119900017,"방미통위, 홈쇼핑 규제완화 추진…""진흥업무 이관후 처음""",INDUSTRY,2026-05-22T18:51:38.836703+09:00,success
5179,24,APNS,AKR20260522119900017,"방미통위, 홈쇼핑 규제완화 추진…""진흥업무 이관후 처음""",INDUSTRY,2026-05-22T18:51:38.837670+09:00,success
5180,26,APNS,AKR20260522119900017,"방미통위, 홈쇼핑 규제완화 추진…""진흥업무 이관후 처음""",INDUSTRY,2026-05-22T18:51:38.839093+09:00,success
5181,27,FCM,AKR20260522119900017,"방미통위, 홈쇼핑 규제완화 추진…""진흥업무 이관후 처음""",INDUSTRY,2026-05-22T18:51:38.840190+09:00,success
5182,30,APNS,AKR20260522119900017,"방미통위, 홈쇼핑 규제완화 추진…""진흥업무 이관후 처음""",INDUSTRY,2026-05-22T18:51:38.840966+09:00,fail
5183,34,FCM,AKR20260522119900017,"방미통위, 홈쇼핑 규제완화 추진…""진흥업무 이관후 처음""",INDUSTRY,2026-05-22T18:51:38.846423+09:00,fail
5184,35,FCM,AKR20260522119900017,"방미통위, 홈쇼핑 규제완화 추진…""진흥업무 이관후 처음""",INDUSTRY,2026-05-22T18:51:38.846959+09:00,success
5185,39,FCM,AKR20260522119900017,"방미통위, 홈쇼핑 규제완화 추진…""진흥업무 이관후 처음""",INDUSTRY,2026-05-22T18:51:38.847758+09:00,success
5186,44,FCM,AKR20260522119900017,"방미통위, 홈쇼핑 규제완화 추진…""진흥업무 이관후 처음""",INDUSTRY,2026-05-22T18:51:38.848522+09:00,fail
5187,45,APNS,AKR20260522119900017,"방미통위, 홈쇼핑 규제완화 추진…""진흥업무 이관후 처음""",INDUSTRY,2026-05-22T18:51:38.849099+09:00,fail
5188,46,FCM,AKR20260522119900017,"방미통위, 홈쇼핑 규제완화 추진…""진흥업무 이관후 처음""",INDUSTRY,2026-05-22T18:51:38.849642+09:00,success
5189,47,APNS,AKR20260522119900017,"방미통위, 홈쇼핑 규제완화 추진…""진흥업무 이관후 처음""",INDUSTRY,2026-05-22T18:51:38.850268+09:00,fail
5190,51,FCM,AKR20260522119900017,"방미통위, 홈쇼핑 규제완화 추진…""진흥업무 이관후 처음""",INDUSTRY,2026-05-22T18:51:38.850791+09:00,success
5191,52,FCM,AKR20260522119900017,"방미통위, 홈쇼핑 규제완화 추진…""진흥업무 이관후 처음""",INDUSTRY,2026-05-22T18:51:38.851280+09:00,fail
5192,53,FCM,AKR20260522119900017,"방미통위, 홈쇼핑 규제완화 추진…""진흥업무 이관후 처음""",INDUSTRY,2026-05-22T18:51:38.851796+09:00,fail
5193,60,FCM,AKR20260522119900017,"방미통위, 홈쇼핑 규제완화 추진…""진흥업무 이관후 처음""",INDUSTRY,2026-05-22T18:51:38.852342+09:00,fail
5194,61,FCM,AKR20260522119900017,"방미통위, 홈쇼핑 규제완화 추진…""진흥업무 이관후 처음""",INDUSTRY,2026-05-22T18:51:38.852759+09:00,success
5195,62,FCM,AKR20260522119900017,"방미통위, 홈쇼핑 규제완화 추진…""진흥업무 이관후 처음""",INDUSTRY,2026-05-22T18:51:38.853411+09:00,success
5196,65,FCM,AKR20260522119900017,"방미통위, 홈쇼핑 규제완화 추진…""진흥업무 이관후 처음""",INDUSTRY,2026-05-22T18:51:38.855887+09:00,fail
